"Collector","Class","Order","Family","Species_COL","Species_rep","Subspecies_rep","Year","X","Y","Xmin","Xmax","Ymin","Ymax","Site","Country","Sampling_area","Sampling_area_unit","Density","Density_unit","SE","SD","CI90","CI95","CV","Method","Method2","Notes_method","Season","Native","Notes","Ref_N"
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Craugastor fitzingeri","Craugastor fitzingeri",NA,"2002",-83.3698,8.8173,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",9.54,"ha","114.29","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Craugastor fitzingeri","Craugastor fitzingeri",NA,"2002",-83.4104,8.8165,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",0.05,"ha","0.54","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
"Luca Santini","Amphibia","Anura","Craugastoridae","Euparkerella brasiliensis","Euparkerella brasiliensis",NA,"2004",-42.916,-22.483,NA,NA,NA,NA,"Estação Ecológica Estadual Paraíso","Brazil",0.0025,"ha","30","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Plot sampling using 28 quadrats of 5×5m totalling 700m2","September – October",TRUE,NA,8
"Luca Santini","Amphibia","Anura","Craugastoridae","Euparkerella brasiliensis","Euparkerella brasiliensis",NA,"2006",-42.583,-22.417,NA,NA,NA,NA,"Fazenda Santa Bárbara in the Parque Estadual dos Três Picos (Serra dos Órgãos)","Brazil",0.0025,"ha","960","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","25 plots 5x5m","October – November",TRUE,NA,3
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Euparkerella cochranae","Euparkerella cochranae",NA,"2005",-42.02,-22.55,NA,NA,NA,NA,NA,"Brazil",NA,NA,"2000","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","May–early June",TRUE,NA,7
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Euparkerella cochranae","Euparkerella cochranae",NA,"2004",-42.73,-22.4,NA,NA,NA,NA,"Regua","Brazil",0.0625,"ha","86","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Counts in plots (28 plots of 25x25m)","October– November",TRUE,NA,6
"Luca Santini","Amphibia","Anura","Craugastoridae","Euparkerella cochranae","Euparkerella cochranae",NA,"2004",-42.916,-22.483,NA,NA,NA,NA,"Estação Ecológica Estadual Paraíso","Brazil",0.0025,"ha","60","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Plot sampling using 28 quadrats of 5×5m totalling 700m2","September – October",TRUE,NA,8
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Eleutherodactylus binotatus",NA,"2005",-42.02,-22.55,NA,NA,NA,NA,NA,"Brazil",NA,NA,"30000","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","May–early June",TRUE,NA,7
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Eleutherodactylus binotatus",NA,"2004",-42.73,-22.4,NA,NA,NA,NA,"Regua","Brazil",0.0625,"ha","128","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Counts in plots (28 plots of 25x25m)","October– November",TRUE,NA,6
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Eleutherodactylus binotatus",NA,"1997",-44.2,-23.183,NA,NA,NA,NA,"Vila Dois Rios (Ilha Grande)","Brazil",0.0064,"ha","33","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","24 plots 8x8m","January – May",TRUE,NA,2
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Eleutherodactylus binotatus",NA,"1997",-44.2,-23.183,NA,NA,NA,NA,"Vila Dois Rios (Ilha Grande)","Brazil",0.0002,"ha","167","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","90 plots 2x1m and litter removal method","January – May",TRUE,NA,2
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Haddadus binotatus",NA,"2004",-42.916,-22.483,NA,NA,NA,NA,"Estação Ecológica Estadual Paraíso","Brazil",0.0025,"ha","110","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Plot sampling using 28 quadrats of 5×5m totalling 700m2","September – October",TRUE,NA,8
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Haddadus binotatus",NA,"2009–2010",-48.266667,-25.15,NA,NA,NA,NA,"Reserva Particular do Patrimônio Natural Salto Morato","Brazil",0.256,"ha","62","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","Summer",TRUE,NA,5
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Haddadus binotatus",NA,"2009–2010",-48.266667,-25.15,NA,NA,NA,NA,"Reserva Particular do Patrimônio Natural Salto Morato","Brazil",0.256,"ha","16","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","Autumn",TRUE,NA,5
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Haddadus binotatus",NA,"2009–2010",-48.266667,-25.15,NA,NA,NA,NA,"Reserva Particular do Patrimônio Natural Salto Morato","Brazil",0.256,"ha","16","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","Spring",TRUE,NA,5
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Haddadus binotatus",NA,"2006",-42.583,-22.417,NA,NA,NA,NA,"Fazenda Santa Bárbara in the Parque Estadual dos Três Picos (Serra dos Órgãos)","Brazil",0.0025,"ha","50","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","25 plots 5x5m","October – November",TRUE,NA,3
"Luca Santini","Amphibia","Anura","Craugastoridae","Haddadus binotatus","Eleutherodactylus binotatus",NA,"1996–1997",-44.217,-23.2,NA,NA,NA,NA,"Atlantic Rainforest near Vila Dois Rios","Brazil",0.0002,"ha","60","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Counts in plots (2x1m)","August 1996 – October 1997",TRUE,NA,4
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Pristimantis eriphus","Eleutherodactylus eriphus",NA,"1995",-77.883,-0.583,NA,NA,NA,NA,"Yanayacu Biological Station","Ecuador",0.2,"ha","154","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,21
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Pristimantis espedeus","Pristimantis espedeus",NA,"2013",-52.581,4.003,NA,NA,NA,NA,"Nouragues Biological Research Station (French Guiana)","France",0.2,"ha","170","males/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"January–June",TRUE,"Identical results from audio transects",22
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Pristimantis lanthanites","Eleutherodactylus lanthanites",NA,"1995",-76.45,-0.433,NA,NA,NA,NA,"Sacha Lodge Biological Station","Ecuador",0.2,"ha","129","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,21
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Pristimantis martiae","Eleutherodactylus martiae",NA,"1995",-76.45,-0.433,NA,NA,NA,NA,"Sacha Lodge Biological Station","Ecuador",0.2,"ha","99","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,21
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Pristimantis simonbolivari","Eleutherodactylus simonbolivari",NA,"1995",-78.967,-1.716,NA,NA,NA,NA,"Bosque Protector Cashca Totoras","Ecuador",NA,NA,"742","ind/ha",NA,NA,NA,NA,NA,"Distance_Sampling",NA,NA,NA,TRUE,NA,21
"Francesco Ficetola","Amphibia","Anura","Craugastoridae","Pristimantis simonbolivari","Eleutherodactylus simonbolivari",NA,"1995",-78.967,-1.716,NA,NA,NA,NA,"Bosque Protector Cashca Totoras","Ecuador",0.25,"ha","564","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,NA,TRUE,NA,21
"Francesco Ficetola","Amphibia","Anura","Cycloramphidae","Zachaenus parvulus","Zachaenus parvulus",NA,"2005",-42.02,-22.55,NA,NA,NA,NA,NA,"Brazil",NA,NA,"2000","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","May–early June",TRUE,NA,7
"Luca Santini","Amphibia","Anura","Cycloramphidae","Zachaenus parvulus","Zachaenus parvulus",NA,"1997",-44.2,-23.183,NA,NA,NA,NA,"Vila Dois Rios (Ilha Grande)","Brazil",0.0002,"ha","1111","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","90 plots 2x1m and litter removal method","January – May",TRUE,NA,2
"Luca Santini","Amphibia","Anura","Cycloramphidae","Zachaenus parvulus","Zachaenus parvulus",NA,"1997",-44.2,-23.183,NA,NA,NA,NA,"Vila Dois Rios (Ilha Grande)","Brazil",0.0064,"ha","143","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","24 plots 8x8m","January – May",TRUE,NA,2
"Luca Santini","Amphibia","Anura","Cycloramphidae","Zachaenus parvulus","Zachaenus parvulus",NA,"2006",-42.583,-22.417,NA,NA,NA,NA,"Fazenda Santa Bárbara in the Parque Estadual dos Três Picos (Serra dos Órgãos)","Brazil",0.0025,"ha","140","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","25 plots 5x5m","October – November",TRUE,NA,3
"Luca Santini","Amphibia","Anura","Cycloramphidae","Zachaenus parvulus","Zachaenus parvulus",NA,"1996–1997",-44.2319,-23.1537,NA,NA,NA,NA,"Ilha Grande","Brazil",0.0002,"ha","900","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Count in plots","August 1996 – November 1997",TRUE,"234",23
"Luca Santini","Amphibia","Anura","Cycloramphidae","Zachaenus parvulus","Zachaenus parvulus",NA,"1996–1997",-44.217,-23.2,NA,NA,NA,NA,"Atlantic Rainforest near Vila Dois Rios","Brazil",0.0002,"ha","850","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Counts in plots (2x1m)","August 1996 – October 1997",TRUE,NA,4
"Francesco Ficetola","Amphibia","Anura","Dendrobatidae","Dendrobates auratus","Dendrobates auratus",NA,"2011",-84.0678,10.45036,NA,NA,NA,NA,"Sarapiquí Conservation Learning Center","Costa Rica",0.05,"ha","262","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"October–December",TRUE,NA,24
"Francesco Ficetola","Amphibia","Anura","Dendrobatidae","Dendrobates tinctorius","Dendrobates tinctorius",NA,"2011",-52.59,4.005,NA,NA,NA,NA,"Nouragues Biological Research Station (French Guiana)","France",0.036,"ha","1305","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"January–June",TRUE,NA,18
"Francesco Ficetola","Amphibia","Anura","Dendrobatidae","Dendrobates tinctorius","Dendrobates tinctorius",NA,"2011",-52.587,4.004,NA,NA,NA,NA,"Nouragues Biological Research Station (French Guiana)","France",0.036,"ha","944","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"January–June",TRUE,NA,18
"Francesco Ficetola","Amphibia","Anura","Dendrobatidae","Dendrobates tinctorius","Dendrobates tinctorius",NA,"2011",-52.587,4.005,NA,NA,NA,NA,"Nouragues Biological Research Station (French Guiana)","France",0.036,"ha","944","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"January–June",TRUE,NA,18
"Francesco Ficetola","Amphibia","Anura","Dendrobatidae","Dendrobates tinctorius","Dendrobates tinctorius",NA,"2011",-52.59,4.004,NA,NA,NA,NA,"Nouragues Biological Research Station (French Guiana)","France",0.036,"ha","1194","ind/ha",NA,NA,NA,NA,NA,"Mark_Recapture",NA,NA,"January–June",TRUE,NA,18
"Tiantian Zhang","Amphibia","Anura","Dicroglossidae","Quasipaa spinosa","Quasipaa spinosa",NA,"2017–2018",113.851,26.354,113.582,114.121,26.05,26.6583,"Stability level IV, Yanling County, Hunan Province","China",2,"ha","0.5249","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","Call counts. They don't specify if they only count males or also females","Year-round",TRUE,"This paper first classified the whole region of Yanling County into 5 ecology stability classes based on land cover, then investigated the population size in each stability level. Coordinates are for Yanling County.",25
"Tiantian Zhang","Amphibia","Anura","Dicroglossidae","Quasipaa spinosa","Quasipaa spinosa",NA,"2017–2018",113.851,26.354,113.582,114.121,26.05,26.6583,"Stability level I, Yanling County, Hunan Province","China",0.75,"ha","0.0403","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","Call counts. They don't specify if they only count males or also females","Year-round",TRUE,"This paper first classified the whole region of Yanling County into 5 ecology stability classes based on land cover, then investigated the population size in each stability level. Coordinates are for Yanling County.",25
"Tiantian Zhang","Amphibia","Anura","Dicroglossidae","Quasipaa spinosa","Quasipaa spinosa",NA,"2017–2018",113.851,26.354,113.582,114.121,26.05,26.6583,"Stability level III, Yanling County, Hunan Province","China",2,"ha","0.3217","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","Call counts. They don't specify if they only count males or also females","Year-round",TRUE,"This paper first classified the whole region of Yanling County into 5 ecology stability classes based on land cover, then investigated the population size in each stability level. Coordinates are for Yanling County.",25
"Tiantian Zhang","Amphibia","Anura","Dicroglossidae","Quasipaa spinosa","Quasipaa spinosa",NA,"2017–2018",113.851,26.354,113.582,114.121,26.05,26.6583,"Stability level II, Yanling County, Hunan Province","China",0.5,"ha","0.0736","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","Call counts. They don't specify if they only count males or also females","Year-round",TRUE,"This paper first classified the whole region of Yanling County into 5 ecology stability classes based on land cover, then investigated the population size in each stability level. Coordinates are for Yanling County.",25
"Tiantian Zhang","Amphibia","Anura","Dicroglossidae","Quasipaa spinosa","Quasipaa spinosa",NA,"2017–2018",113.851,26.354,113.582,114.121,26.05,26.6583,"Stability level V, Yanling County, Hunan Province","China",4,"ha","0.8505","ind/ha",NA,NA,NA,NA,NA,"Counts","Indirect","Call counts. They don't specify if they only count males or also females","Year-round",TRUE,"This paper first classified the whole region of Yanling County into 5 ecology stability classes based on land cover, then investigated the population size in each stability level. Coordinates are for Yanling County.",25
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.49","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","October",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.86","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","November",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.71","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","July",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.86","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","December",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"1.96","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","April",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.79","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","September",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"3.96","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","May",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"2.45","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","June",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Euphlyctis cyanophlyctis","Euphlyctis cyanophlyctis",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"1.05","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","March",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Fejervarya limnocharis","Fejervarya limnocharis",NA,"2020",104.01,-1.06,NA,NA,NA,NA,"Simbur Naik village (Sumatra island)","Indonesia",NA,NA,"340","ind/ha",NA,NA,NA,NA,NA,"Minimum_Number_Alive",NA,NA,"December",TRUE,"Month and year of sampling not reported in the paper but communicated by the lead author",16
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.37","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","December",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.26","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","October",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.41","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","September",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2009",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.22","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","November",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.6","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","March",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"1.2","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","May",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.75","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","July",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"0.64","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","April",TRUE,NA,26
"Luca Santini","Amphibia","Anura","Discoglossidae","Hoplobatrachus tigerinus","Hoplobatrachus tigerinus",NA,"2010",73.128,33.694,NA,NA,NA,NA,"Rawal Lake","Pakistan",NA,NA,"1.05","ind/ha",NA,NA,NA,NA,NA,"Counts","Direct","Visual encounter survey","June",TRUE,NA,26
"Francesco Ficetola","Amphibia","Anura","Eleutherodactylidae","Diasporus diastema","Diasporus diastema",NA,"2002",-83.41198,8.8114,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",1.87,"ha","1.6","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
"Francesco Ficetola","Amphibia","Anura","Eleutherodactylidae","Diasporus diastema","Diasporus diastema",NA,"2002",-83.3698,8.8173,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",0.4,"ha","202.5","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
"Francesco Ficetola","Amphibia","Anura","Eleutherodactylidae","Diasporus diastema","Diasporus diastema",NA,"2002",-83.4055,8.8151,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",4.2,"ha","3.33","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
"Francesco Ficetola","Amphibia","Anura","Eleutherodactylidae","Diasporus diastema","Diasporus diastema",NA,"2002",-83.3994,8.8177,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",0.4,"ha","185","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
"Francesco Ficetola","Amphibia","Anura","Eleutherodactylidae","Diasporus diastema","Diasporus diastema",NA,"2002",-83.3979,8.80898,NA,NA,NA,NA,"Humedale terraba sierpe","Costa Rica",2,"ha","58","males/ha",NA,NA,NA,NA,NA,"Counts",NA,"Multiple linear regression to impute abundances","Late dry season – beginning of rainy season",TRUE,"Sex ratio assumed to be 1:1",20
